"BRANCH_ID","LEGEL_NAME","ADDRESS_ID","PHONE_ID","FORM_TYPE_ID","COMMENTS","ORG_ID","MAIN_BRANCH","FACT_NAME"
21486,"Детская школа искусств г. Мамоново",21223,,16,"",19129,1,"Детская школа искусств г. Мамоново"
5154,"Ведическая наука и технология Махариши",5193,8080,27,"",5424,1,"Ведическая наука и технология Махариши"
5163,"Исправительная колония №13 ФКУ УФСИН РФ по КО",5202,8096,27,"",5436,1,"Исправительная колония №13 ФКУ УФСИН РФ по КО"
24249,"Отделения почтовой связи Багратионовского МР",23965,,27,"",20813,0,"Отделения почтовой связи Багратионовского МР"
20906,"ТД Европа",20646,,5,"",18837,1,"Европа-стиль"
24248,"Отделения почтовой связи Багратионовского МР",23964,,27,"",20813,0,"Отделения почтовой связи Багратионовского МР"
21487,"Дом детского творчества г. Мамоново",21224,,16,"",19130,1,"Дом детского творчества г. Мамоново"
21488,"Мамоновское ЖСК",21225,,25,"",19131,1,"Мамоновское ЖСК МУП"
21489,"Чистота",21226,,25,"",19132,1,"Чистота"
21490,"Данко Молодежный центр",21227,,27,"",19133,1,"Данко Молодежный центр"
21491,"ДЮСШ г. Мамоново",21228,,16,"",19134,1,"ДЮСШ г. Мамоново"
21492,"Мамоновские вести",21229,,5,"",19135,1,"Мамоновские вести"
5497,"Лукошко Ж.П.",5536,17195,7,"",5805,1,"Zimerbude"
8685,"Миранда Торговый дом",8724,13101,5,"",8937,1,"Миранда ТД"
7583,"Оценка-Инвест",7622,11402,5,"",7753,1,"Оценка-Инвест ООО"
18069,"ТермоСистема",17860,,5,"",17004,1,"ТермоСистема ООО"
18070,"Ассоциация Калининградских мебельщиков",17861,,5,"",17005,1,"Ассоциация Калининградских мебельщиков"
15965,"БашКран",15876,,5,"",15466,1,"БашКран ООО"
18071,"Радар",17862,,5,"",17006,1,"Радар"
24251,"Отделения почтовой связи Багратионовского МР",23967,,27,"",20813,0,"Отделения почтовой связи Багратионовского МР"
8227,"Калининградские инженерные сети",8266,12386,5,"",8447,1,"Калининградские инженерные сети"
24252,"Отделения почтовой связи Багратионовского МР",23968,,27,"",20813,0,"Отделения почтовой связи Багратионовского МР"
8329,"Металар Балт",8368,12558,5,"",8557,1,"Металар"
8373,"Домновская средняя школа",8412,12624,5,"",8604,1,"Домновская средняя общеобразовательная школа"
8380,"Славянская средняя общеобразовательная школа",8419,12631,16,"",8611,1,"Славянская средняя общеобразовательная школа"
8391,"Нивенская средняя общеобразовательная школа",8430,12642,16,"",8622,1,"Нивенская средняя общеобразовательная школа"
8405,"Новоселовская средняя общеобразовательная школа",8444,12656,16,"",8637,1,"Новоселовская средняя общеобразовательная школа"
8411,"Балтийская средняя общеобразовательная школа №5",8450,12662,16,"",8645,1,"Балтийская средняя общеобразовательная школа №5"
8420,"Борская средняя общеобразовательная школа",8459,12671,16,"",8653,1,"Борская средняя общеобразовательная школа"
8430,"Средняя общеобразовательная школа пос. Янтарный",8469,12683,16,"",8663,1,"Средняя общеобразовательная школа пос. Янтарный"
7585,"Учебно-производственный центр",7624,11408,24,"",7755,1,"Учебно-производственный центр"
7794,"АСБ-склад",7833,11725,5,"",7981,1,"АСБ-склад"
7808,"Купецъ",7847,19370,5,"",7994,1,"Лужок Народный ресторан"
24253,"Отделения почтовой связи Багратионовского МР",23969,,27,"",20813,0,"Отделения почтовой связи Багратионовского МР"
7868,"Калининградтоппром",7907,11835,6,"",8060,1,"Калининградоблтоп"
7903,"Гэлакси компьютеры и коммуникации",7942,11892,5,"",8100,1,"Гэлакси компьютеры и коммуникации"
7924,"Креатив",7963,,5,"",8125,1,"Креатив"
7975,"Компания портового и стивидорного сервиса",8014,12019,5,"",8181,1,"Компания портового и стивидорного сервиса"
15970,"Атлант39",15880,26449,5,"",15470,1,"Атлант39"
12488,"Советский кожно-венерологический диспансер",12505,20087,30,"",12313,1,"Советский кожно-венерологический диспансер"
12490,"Поликлиника городская г. Светлогорска",12507,20089,30,"",12316,1,"Поликлиника городская г. Светлогорска"
12492,"Балтийская центральная районная больница",12509,20091,30,"",12318,1,"Балтийская центральная районная больница"
12498,"Отдел по конвоированию ФКУ ОКА УФСИН РФ по КО",12515,20098,26,"",12325,1,"Отдел по конвоированию ФКУ ОКА УФСИН РФ по КО"
10878,"Балтцветмет",10917,17060,5,"",10929,1,"БАЛТЦВЕТМЕТ ООО"
11005,"Инлайт Логистик",11044,17320,5,"",11038,1,"Инлайт Логистик"
11053,"Вояджер Автоцентр",11092,17446,5,"",11089,1,"Вояджер Автоцентр"
11153,"Штиблих — промышленное строительство",11192,17597,5,"",11163,1,"НЕ БЕРУТ ТРУБКУ/Штиблих — промышленное строительство"
18463,"Эгида Городской центр диагностики пароксизмальных состояний",18242,,5,"",17435,1,"Эгида Городской центр диагностики пароксизмальных состояний"
11528,"Дворец творчества детей и молодежи",11567,18179,27,"",11531,1,"Дворец творчества детей и молодежи"
12396,"Славяне",12418,12350,5,"",8422,1,"Славяне ГК"
12426,"Марципан",12445,19994,5,"",12255,1,"Марципан "
12429,"Swarovski ",12448,20001,5,"",9006,1,"Swarovski "
548,"АмберДизайн",587,955,5,"",551,1,"АмберДизайн ООО"
592,"Ломбард Региональный залоговый дом",631,17514,5,"",602,0,"Ломбард Региональный залоговый дом"
599,"Глория фитнес-центр",638,18027,5,"",608,1,"Глория фитнес-центр"
44,"Форсайд",83,45,5,"",59,1,"Форсайд Агентство недвижимости"
61,"Банк Возрождение",100,76,11,"",77,1,"Возрождение банк Калининградский филиал"
267,"Балтик Штерн",306,,5,"",272,1,"Балтик Штерн ООО"
606,"Калининградский инновационно-технологический центр",645,1061,27,"",615,1,"Калининградский инновационно-технологический центр"
613,"Логистика-Кёниг",652,1073,5,"",622,1,"Логистика-Кёниг"
2811,"Мирадо",2850,4715,5,"",2965,1,"Мирадо"
2816,"Королева Н.А.",2855,4723,7,"",2970,1,"Королева Н.А. ИП"
2821,"Партнер-Инвест",2860,17738,5,"",2975,1,"Партнер-Инвест"
17827,"Национальная Факторинговая Компания",17636,,8,"",1619,1,"Национальная Факторинговая Компания"
2840,"Знак Типография",2879,4760,5,"",2998,1,"Знак Типография"
2847,"Аленушка",2886,4774,5,"",3007,1,"Аленушка"
2852,"Металлосервис",2891,4782,5,"",3013,1,"Металлосервис"
2858,"Вальдорф",2897,4794,5,"",3019,1,"Вальдорф"
29209,"Отделения почтовой связи Балтийского МР",28903,,27,"",20811,0,"Отделения почтовой связи Балтийского МР"
2885,"Калининградский экспресс",2924,4842,5,"",3053,1,"Калининградский экспресс"
2896,"Мега Дом Калининград",2935,27961,5,"",3065,1,"Мега Дом Калининград ООО"
2907,"Фермасталь",2946,4880,5,"",3080,1,"Фермасталь"
29210,"Отделения почтовой связи Светловского ГО",28904,,27,"",20812,0,"Отделения почтовой связи Светловского ГО"
29211,"Отделения почтовой связи Гусевского МР",28905,,27,"",20791,0,"Отделения почтовой связи Гусевского МР"
17857,"TermoTeko",17666,,5,"",16790,1,"TermoTeko"
2989,"Кранц",3028,,5,"",3164,1,"Кранц Отель"
29212,"Отделения почтовой связи Нестеровского района",28906,,27,"",20796,0,"Отделения почтовой связи Нестеровского района"
3112,"Кобра Группа Компаний ООО ЧОП",3151,5187,5,"",859,0,"Кобра Группа Компаний ООО ЧОП"
3132,"Регистр плюс",3171,24972,5,"",3326,1,"Регистр плюс ООО"
3136,"ЖБИ-2 Завод ОАО",3175,5222,6,"",3334,1,"ЖБИ-2 Завод ОАО"
3150,"Юридическая помощь Гарант",3189,5246,5,"",3349,1,"Гарант Юридическая помощь"
29637,"Фортуна  ",29326,,5,"",23257,0,"Фортуна  "
11927,"ВБК-Строй",11966,18863,5,"",11880,1,"ВБК-Строй"
17873,"Сакура   ",17676,,5,"",16799,1,"Сакура   "
2579,"Каир",2618,4388,5,"",2682,1,"КАИР"
2590,"Бизнес-Консалтинг",2629,4409,5,"",2699,1,"Бизнес-Консалтинг"
2596,"Самсунг Электроникс Рус компани",2635,4418,5,"",2707,1,"Самсунг Электроникс Рус компани"
2611,"МетУпак",2650,4433,5,"",2731,1,"МетУпак"
2617,"Победа Центр бизнес-услуг",2656,4441,5,"",2736,1,"Победа Центр бизнес-услуг"
2623,"Эрга-АС",2662,4452,8,"",2743,1,"Эрга-АС"
2632,"Вырко Г.А.",2671,4468,7,"",2755,1,"Автозапчасти ВАЗ, ГАЗ, Москвич"
17979,"Дисконт Авто",17774,,5,"",16900,1,"Дисконт Авто"
2654,"БалтТЭК инвест",2693,4490,5,"",2770,1,"БалтТЭК инвест"
2670,"Янтарь-Инфо",2709,23629,5,"",2789,1,"АВКарт-Калининград ООО"
2677,"Руната",2716,4529,5,"",2799,1,"Авто +"
21693,"Российский Государственный Университет им. И. Канта",21430,,27,"",19275,1,"Администрация МО Багратионовский муниципальный район"
5522,"Крошка Дельфин Социальный приют для детей и подростков",5561,8585,35,"",5830,1,"Крошка Дельфин Социальный приют для детей и подростков"
21694,"Приморское городское поселение",21431,,27,"",19276,1,"Приморское городское поселение"
21695,"Балтийское городское поселение",21432,,27,"",19277,1,"Балтийское городское поселение"
21696,"Администрация муниципального образования Балтийский муниципальный район",21433,,27,"",19278,1,"Администрация МО Балтийский муниципальный район"
21699,"Детская школа искусств им. И.С. Баха",21436,,27,"",19281,1,"Детская школа искусств им. И.С. Баха"
21700,"№1 Лицей г. Балтийска",21437,,27,"",19282,1,"№1 Лицей г. Балтийска"
21701,"Балтийская средняя общеобразовательная школа №8",21438,,27,"",19283,1,"Балтийская средняя общеобразовательная школа №8"
21702,"Балтийская вечерняя (сменная) образовательная школа",21439,,16,"",19284,1,"Балтийская вечерняя (сменная) образовательная школа"
21703,"№2 Детский сад Теремок ",21440,,29,"",19285,1,"№2 Детский сад Теремок "
21704,"№5 Детский сад ",21441,,27,"",19286,1,"№5 Детский сад "
21705,"Дом детского творчества",21442,,16,"",19287,1,"Дом детского творчества г. Балтийска"
21706,"Дом культуры пос. Приморск",21443,,27,"",19288,1,"Дом культуры пос. Приморск"
6125,"ОБКОМ профсоюза работников госучреждений и общественного обслуживания",6164,9294,27,"",6483,1,"ОБКОМ профсоюза работников госучреждений и общественного обслуживания"
5979,"Красноторовское сельское поселение",6018,9114,27,"",6323,1,"Красноторовское сельское поселение"
6000,"Мозырьское сельское поселение",6039,9137,27,"",6347,1,"Мозырьское сельское поселение"
6020,"Скорая медицинская помощь г. Советска          ",6059,9156,30,"",6367,1,"Скорая медицинская помощь г. Советска"
17977,"Диамант-Транс",17772,,5,"",16896,1,"Диамант-Транс"
8461,"Грачевская средняя общеобразовательная школа",8500,12719,16,"",8697,1,"Грачевская средняя общеобразовательная школа"
8466,"Советская средняя общеобразовательная школа №3",8505,12724,16,"",8702,1,"Советская средняя общеобразовательная школа №3"
8472,"Советский муниципальный автономный общеобразовательный лицей №10",8511,12730,16,"",8708,1,"Советский муниципальный автономный общеобразовательный лицей №10"
8484,"Черняховский средний общеобразовательный лицей №7",8523,12742,16,"",8720,1,"Черняховский средний общеобразовательный лицей №7"
8493,"Справедливая Россия Калининградское региональное отделение",8532,12753,27,"",8731,1,"Справедливая Россия Калининградское региональное отделение"
8506,"Звезда Запада Калининград",8545,12779,12,"",8743,1,"Звезда Запада Калининград"
8573,"Евролак",8612,12888,5,"",8813,1,"Mercedes-Benz Официальный дилер ООО Евролак"
16453,"Рыболов-Охотник",16334,27355,5,"",15674,1,"Рыболов-Охотник"
8133,"Дом Сказочника",8172,12244,5,"",8351,1,"Дом Сказочника"
8150,"Волна Пансионат",8189,28612,8,"",8367,1,"Волна Пансионат"
8163,"Янтарный Берег",8202,18793,5,"",8382,1,"Янтарный Берег"
8176,"Фламинго",8215,12307,5,"",8395,1,"Фламинго"
24254,"Отделения почтовой связи Багратионовского МР",23970,,27,"",20813,0,"Отделения почтовой связи Багратионовского МР"
8666,"ДарМет",8705,13065,5,"",8914,1,"ДарМет"
8673,"Новый Акрополь",8712,19748,5,"",8925,1,"Новый Акрополь"
24255,"Отделения почтовой связи Гурьевского МР",23971,,27,"",20814,1,"Отделения почтовой связи Гурьевского МР"
24256,"Отделения почтовой связи Гурьевского МР",23972,,27,"",20814,0,"Отделения почтовой связи Гурьевского МР"
8748,"Ломбард    ",8787,13205,8,"",9001,1,"Ломбард    "
8758,"Офис-Лайн",8797,,5,"",9011,1,"Офис-Лайн ООО"
24257,"Отделения почтовой связи Гурьевского МР",23973,,27,"",20814,0,"Отделения почтовой связи Гурьевского МР"
8808,"Ганза",8847,13294,5,"",9043,1,"Ганза"
17165,"ВестПласт",16987,28611,5,"",16153,1,"ВестПласт"
8835,"Грация",8874,13326,5,"",9070,1,"Грация Центр профессиональной косметологии"
24259,"Отделения почтовой связи Гурьевского МР",23975,,27,"",20814,0,"Отделения почтовой связи Гурьевского МР"
8867,"Престиж Гарант",8906,13372,5,"",9103,1,"Престиж Гарант"
624,"Калининградгазавтоматика",663,18222,5,"",634,1,"Калининградгазавтоматика"
632,"Альфа Экспресс",671,1809,5,"",647,1,"Альфа Экспресс"
645,"VIK Studio",684,10856,5,"",662,1,"VIK Studio"
704,"Квантум",743,1241,8,"",722,1,"Простор Телеком ЗАО Квантум"
278,"ИЛЬ ДЕ БОТЭ",317,476,6,"",283,1,"ИЛЬ ДЕ БОТЭ"
282,"Зеленоглазое Такси",321,483,5,"",287,1,"Зеленоглазое Такси"
288,"1 СК",327,497,5,"",293,1,"Первая страховая компания"
293,"Интер Гран",332,506,5,"",298,1,"НЕДОЗВОН/Интер Гран"
368,"Рекламное оборудование",407,19401,5,"",376,1,"Рекламное оборудование ООО"
377,"Времена года плюс",416,656,5,"",386,1,"Времена года плюс"
384,"Балтпромснаб",423,671,5,"",393,1,"Балтпромснаб ООО"
389,"Балтийские Новости Плюс",428,678,5,"",398,1,"Калининградская Вечерка"
406,"Калининградская туристическая информационная компания",445,711,5,"",416,1,"Калининградская туристическая информационная компания"
18248,"Оргпроект",18032,,6,"",17190,1,"Оргпроект ОАО"
455,"Иванов А.В.",494,792,7,"",465,1,"Авторазборка на Запорожской"
463,"БалтАвтоТранс",502,,5,"",473,1,"БалтАвтоТранс ООО"
468,"Опора",507,23882,5,"",478,1,"Опора"
1246,"Янк-Тур",1285,2141,5,"",1282,1,"Янк-Тур"
1249,"Универсал-тур",1288,2147,5,"",1286,1,"Универсал-Тур"
1261,"Висмант",1300,2178,5,"",1301,1,"Висмант"
1268,"Арбалет +",1307,2194,5,"",1310,1,"Апельсин"
1429,"Галютин А.И.",1468,2516,7,"",1514,1,"Мебель Холл"
16309,"Евростекло",16198,27428,5,"",15562,1,"Евростекло ООО"
1437,"Джет систем ру ",1476,2532,5,"",1523,1,"Джет Систем Ру"
20897,"Медицинский учебный центр",20637,,5,"",18829,1,"Медицинский учебный центр"
20898,"ТД Европа",20638,,5,"",18830,1,"Европа Универсальный магазин"
20899,"ТД Европа",20639,,5,"",18831,1,"Terranova"
2909,"Gipfel",2948,4883,5,"",3083,1,"Gipfel — салон посуды"
2997,"Исправительная колония №9 ФКУ УФСИН РФ по КО",3036,4981,26,"",3179,1,"Исправительная колония №9 ФКУ УФСИН РФ по КО"
17140,"Спутник",16964,28575,5,"",16124,1,"Спутник   "
3109,"Светловской отдел ЗАГС",3148,5181,27,"",3309,1,"Светловской отдел ЗАГС"
3170,"Россбан МСП ООО",3209,19338,5,"",3375,1,"Россбан МСП ООО"
20900,"Европа ТД",20640,,5,"",18832,1,"Zebra"
3211,"Исправительная колония №7 ФКУ УФСИН РФ по КО",3250,5331,26,"",3420,1,"Исправительная колония №7 ФКУ УФСИН РФ по КО"
3216,"Пожарная часть №29",3255,5336,27,"",3426,1,"Пожарная часть №29"
20903,"ТД Европа",20643,,33,"",18834,1,"Европа-спорт"
3266,"Чистый мир",3305,5437,5,"",3476,1,"Чистый мир ООО"
3275,"КР",3314,5447,5,"",3488,1,"КР"
3282,"Астрея",3321,5460,5,"",3495,1,"Астрея ООО"
3286,"Вилла Татьяна",3325,5469,5,"",3499,0,"Вилла Татьяна"
3292,"Балт-Яхт",3331,5480,5,"",3506,1,"Балт-Яхт"
3296,"Переводчик ООО",3335,5487,5,"",3510,1,"Переводчик ООО"
3303,"Нида",3342,5500,5,"",3519,1,"Нида"
3307,"Парикмихерская",3346,5504,5,"",3523,1,"Парикмахерская №9 ООО"
3311,"Вадис",3350,5508,5,"",3527,1,"Вадис"
20904,"ТД Европа",20644,,5,"",18835,1,"Paolo Conte"
1998,"Космея-Балт ООО",2037,3462,5,"",2052,1,"Космея-Балт"
24405,"Министерство по муниципальному развитию",24120,,27,"",20882,1,"Министерство по муниципальному развитию"
20196,"Центр управления в кризисных ситуациях ГУ МЧС России по КО",19952,,40,"",18454,1,"Центр управления в кризисных ситуациях ГУ МЧС России по КО"
24412,"Мир дверей",24127,,5,"",20884,1,"Мир дверей"
24413,"Дом ночного пребывания",24128,,27,"",20885,1,"Дом ночного пребывания"
5965,"Славинское сельское поселение",6004,9092,27,"",6309,1,"Славинское сельское поселение"
24414,"Комплексный центр социального обслуживания населения",24129,,27,"",18806,0,"Комплексный центр социального обслуживания населения"
6036,"Городская больница №2",6075,9178,30,"",6382,1,"Городская больница №2"
6057,"Диагностический центр Калининградской областной больницы",6096,9204,27,"",6402,1,"Лаборатория контактной коррекции зрения (Диагностический центр КОКБ)"
24415,"Комплексный центр социального обслуживания населения",24130,,27,"",18806,0,"Комплексный центр социального обслуживания населения"
24418,"Комплексный центр социального обслуживания населения",24133,,27,"",18806,0,"Комплексный центр социального обслуживания населения"
24421,"Комплексный центр социального обслуживания населения",24136,,27,"",18806,0,"Комплексный центр социального обслуживания населения"
24427,"Отделение помощи семье, женщинам и детям",24142,,27,"",20886,1,"Отделение помощи семье, женщинам и детям"
6101,"Профессиональное училище №20",6140,9266,27,"",6454,1,"Профессиональное училище №20"
6119,"Советское профессиональное училище-интернат",6158,9286,34,"",6476,1,"Советское профессиональное училище-интернат"
6120,"Западная Государственная инспекция пробирного надзора Российской государственной пробирной палаты при Министерстве финансов РФ",6159,9288,27,"",6477,1,"Западная Государственная инспекция пробирного надзора Российской государственной пробирной палаты при Министерстве финансов РФ"
8873,"Формула тюнинг",8912,13386,5,"",9111,1,"Формула тюнинг"
18095,"Подарки и сувениры",17885,,5,"",17031,1,"Подарки и сувениры"
7993,"АвтоFrance",8032,12042,5,"",8202,1,"Авто France"
7998,"ДенТур",8037,12049,5,"",8200,0,"ДенТур"
24431,"Учебно-методический образовательный центр",24146,,27,"",5238,0,"Учебно-методический образовательный центр"
24447,"Лукоморье детский монтессори-центр",24162,,5,"",15450,1,"Лукоморье Детский монтессори-центр"
24450,"Лукоморье детский монтессори-центр",24165,,5,"",15450,0,"Лукоморье Детский монтессори-центр"
8091,"Досуг",8130,12182,5,"",8303,1,"Досуг"
23907,"Галина 3",23629,,5,"",20719,1,"Галина 3"
8162,"Панацея-Фарм",8201,12283,5,"",8381,0,"Панацея-Фарм"
8272,"Город",8311,17353,5,"",8494,1,"Город"
8446,"АСК",8485,12700,5,"",8680,1,"КЁНИГСБЕРГ Антикварный салон"
8494,"Калининградбуммонтаж",8533,15343,5,"",8730,1,"Калининградбуммонтаж"
23921,"Архивный отдел Краснознаменского муниципального района",23643,,27,"",20720,1,"Архивный отдел Краснознаменского МР"
8765,"Калининградбуммаш",8804,13225,6,"",9017,1,"НБТ/Калининградбуммаш ОАО"
8781,"Калининградская фабрика колясок ",8820,13259,5,"",9032,1,"Калининградская фабрика колясок ООО"
7392,"Балтийский аутсорсинговый центр",7431,27649,5,"",7559,1,"Балтийский аутсорсинговый центр"
7586,"Алгоритм",7625,,5,"",7756,1,"Алгоритм"
16596,"Энерготрансбанк",16462,27651,6,"",716,0,"Энерготрансбанк КБ ОАО"
7708,"Де Флэш",7747,11593,5,"",7882,1,"Де Флэш"
7727,"РЕКО",7766,11622,5,"",7902,1,"Русский НЕОН"
1449,"Велга",1488,2560,5,"",1544,1,"Велга"
1461,"Автопрестиж",1500,2577,5,"",1553,1,"Автопрестиж"
1466,"Юридическое агентство ""Право-Эксперт""",1505,2584,5,"",1559,1,"Право-Эксперт Юридическое агентство"
17867,"Калининградские Информационные Технологии",17672,,,"",16796,1,"Калининградские Информационные Технологии"
1480,"Стомик",1519,24360,5,"",1571,0,"Стомик ООО"
1505,"Турсервис ВЗ",1544,2649,5,"",1599,1,"Турсервис ВЗ"
1651,"ЭС класс клиник",1690,2888,5,"",1728,1,"Class Clinic Центр израильской медицины"
1660,"Продуктовый город",1699,26202,5,"",1738,1,"Продуктовый город ООО"
1665,"Дарисса",1704,25375,5,"",1745,1,"ПРОТЕЯ — оптовый склад"
15809,"Русинтерпродукт",15728,26204,5,"",15333,1,"Русинтерпродукт "
15817,"Фигли-Мигли",15736,26217,5,"",15343,1,"Фигли-Мигли"
1710,"Герма Флекс",1749,24001,5,"",1766,1,"ГермаФлекс ООО"
24260,"Отделения почтовой связи Гурьевского МР",23976,,27,"",20814,0,"Отделения почтовой связи Гурьевского МР"
1723,"Фаворит",1762,2993,5,"",1775,1,"Фаворит ООО"
1729,"ЛАЛ-Авто",1768,9971,5,"",1784,1,"ЛАЛ-АВТО"
24261,"Отделения почтовой связи Гурьевского МР",23977,,27,"",20814,0,"Отделения почтовой связи Гурьевского МР"
1739,"ОМС-Калининград",1778,15563,5,"",1794,1,"ОМС-Калининград"
1757,"Дарисса",1796,3054,5,"",1819,0,"ПРОТЕЯ"
24263,"Отделения почтовой связи Гурьевского МР",23979,,27,"",20814,0,"Отделения почтовой связи Гурьевского МР"
9773,"Аэлита",9812,14939,5,"",9890,1,"Аэлита "
3755,"№24 Средняя общеобразовательная школа МОУ",3794,6172,16,"",3935,1,"№24 Средняя общеобразовательная школа (Кадетский корпус им. Великого князя А. Невского)"
3759,"№25 Средняя общеобразовательная школа МОУ",3798,6177,27,"",3938,1,"№25 Средняя общеобразовательная школа"
109,"БалтАвтоТрейд",148,179,5,"",121,1,"BMW Официальный дилер ООО БалтАвтоТрейд ЛТД"
116,"Балтийская угольная компания",155,14579,5,"",125,0,"Балтийская угольная компания"
134,"Сапракина Н.С.",173,222,7,"",149,1,"Рио"
139,"Votre Nuage салон натяжных потолков",178,230,5,"",153,1,"Votre Nuage — салон натяжных потолков"
17910,"БалтТрейдХим",17709,,5,"",16836,1,"БалтТрейдХим"
153,"Бельпостель",192,249,5,"",164,1,"Бельпостель"
2021,"Аявайм Р.К",2060,,5,"",2075,1,"Аявайм Р.К. ООО"
18179,"Стройспектр",17964,,5,"",7477,1,"Стройспектр ООО"
18181,"Ростелеком ОАО Калининградский филиал",17967,,6,"",2023,1,"Ростелеком ОАО Калининградский филиал"
24264,"Отделения почтовой связи Гурьевского МР",23980,,27,"",20814,0,"Отделения почтовой связи Гурьевского МР"
24265,"Отделения почтовой связи Гурьевского МР",23981,,27,"",20814,0,"Отделения почтовой связи Гурьевского МР"
3409,"Дорожный центр внедрения",3448,5652,8,"",3625,1,"Дорожный центр внедрения"
18182,"Галсис",17968,,5,"",17128,1,"Галсис"
3421,"Еврохолод",3460,24986,5,"",3639,1,"Еврохолод"
3427,"Лима-Транс",3466,5681,5,"",3646,1,"Лима-Транс"
3433,"Бетон-Строй-Плюс",3472,5690,5,"",3652,1,"Бетон-Строй-Плюс"
3445,"Технопласт",3484,5707,5,"",3665,1,"Технопласт ООО"
18183,"Мегарусс-Д",17969,,8,"",17129,1,"Мегарусс-Д Калининградский филиал"
4768,"Снайпер",4807,7616,5,"",5000,1,"Снайпер"
4771,"Российский государственный гуманитарный университет Филиал в г. Калининграде",4810,7622,16,"",5004,1,"Российский государственный гуманитарный университет филиал в г. Калининграде"
4046,"№30 Детский сад",4085,6554,29,"",4255,1,"№30 Детский сад"
4066,"№34 Детский сад",4105,6586,29,"",4276,1,"№34 Детский сад"
4082,"№43 Центр развития ребёнка — детский сад",4121,6608,29,"",4293,1,"№43 Центр развития ребёнка — детский сад"
4094,"№50 Центр развития ребёнка — детский сад",4133,15108,29,"",4306,1,"№50 Центр развития ребёнка — детский сад"
4148,"№77 Центр развития ребёнка — детский сад",4187,6689,29,"",4374,1,"№77 Центр развития ребёнка — детский сад"
4158,"№87 Детский сад",4197,6702,29,"",4383,1,"№87 Детский сад"
4177,"№95 Детский сад",4216,6723,29,"",4402,1,"№95 Детский сад"
4190,"№104 Детский сад",4229,6740,29,"",4418,1,"№104 Детский сад"
4204,"№121 Детский сад",4243,6756,29,"",4432,1,"№121 Детский сад"
4265,"Золотой лотос подростковый клуб",4304,6843,27,"",4490,1,"Золотой лотос Подростковый клуб"
4288,"Областной центр культуры молодежи",4327,6872,27,"",4514,1,"Областной центр культуры молодежи"
20907,"ТД  Европа",20647,,33,"",18837,0,"Европа-стиль"
6106,"ОБКОМ профсоюза работников агропромышленного комплекса",6145,9273,27,"",6460,1,"ОБКОМ профсоюза работников агропромышленного комплекса"
6118,"Профсоюз работников жизнеобеспечения",6157,9285,27,"",6475,1,"ОБКОМ профсоюза работников жизнеобеспечения"
6130,"ОБКОМ профсоюза работников рыбного хозяйства",6169,9301,27,"",6487,1,"ОБКОМ профсоюза работников рыбного хозяйства"
6150,"Немецко-Русский дом",6189,9336,5,"",6508,1,"Немецко-Русский дом"
6157,"Черные береты Концертная группа морской пехоты",6196,9350,27,"",6518,1,"Черные береты Концертная группа морской пехоты"
6162,"Гвардейск-Авто",6201,9357,6,"",6523,1,"Гвардейск-Авто"
6177,"Мастерская идей",6216,9373,5,"",6542,1,"Мастерская идей"
6179,"Территориальный фонд обязательного медицинского страхования Калининградской области",6218,9376,27,"",6543,1,"Территориальный фонд обязательного медицинского страхования Калининградской области"
6190,"Локкенен",6229,9395,5,"",6555,1,"Локкенен"
6197,"Эдкар",6236,9414,5,"",6562,0,"Эдкар"
6202,"РСБ-Калининград",6241,,5,"",6564,1,"РСБ-Калининград"
18139,"Буренкова И.П.",17928,,7,"",17084,1,"Русский мельхиор"
6317,"Железнодорожный вокзал г. Черняховска",6356,9478,27,"",6593,1,"Железнодорожный вокзал г. Черняховска"
6320,"69 Ремонтный завод РАВ",6359,9484,6,"",6596,1,"69 Ремонтный завод РАВ"
20998,"Специальная (коррекционная) общеобразовательная школа-интернат №11 VIII вида",20738,,27,"",18887,1,"Специальная (коррекционная) общеобразовательная школа-интернат №11 VIII вида"
21086,"Центр гигиены и эпидемиологии в Калининградской области",20826,,28,"",18909,0,"Центр гигиены и эпидемиологии в Калининградской области"
5830,"Центральная районная больница г. Полесска",5869,8943,30,"",6155,1,"Центральная районная больница г. Полесска"
21087,"Центр гигиены и эпидемиологии в Калининградской области",20827,,28,"",18909,0,"Центр гигиены и эпидемиологии в Калининградской области"
21088,"Центр гигиены и эпидемиологии в Калининградской области",20828,,28,"",18909,0,"Центр гигиены и эпидемиологии в Калининградской области"
21089,"Центр гигиены и эпидемиологии в Калининградской области",20829,,28,"",18909,0,"Центр гигиены и эпидемиологии в Калининградской области"
21090,"Центр гигиены и эпидемиологии в Калининградской области",20830,,28,"",18909,0,"Центр гигиены и эпидемиологии в Калининградской области"
7784,"Бизнес-центр на Сергеева, 2",7823,11710,5,"",7969,1,"Бизнес-центр на Сергеева, 2"
7828,"Поврезнюк А.В.",7867,11773,7,"",8017,1,"Поврезнюк А.В. ИП"
8017,"Королева Луиза",8056,21012,5,"",8225,1,"Королева Луиза"
8030,"Георгенбург",8069,12087,5,"",8237,1,"Георгенбург"
8055,"Лебединое",8094,12136,5,"",8265,1,"Лебединое База отдыха"
8082,"Дом Матюнина",8121,12173,5,"",8293,1,"Дом Матюнина"
7696,"Залесье Питомник декоративных растений",7735,11572,27,"",7867,1,"Залесье Питомник декоративных растений"
7750,"Пари-Лайф",7789,11658,5,"",7925,1,"Пари-Лайф"
