street_id,name,city_id
1388,"Черняховского ул.",68
1389,"Калининградская ул.",58
1390,"Октябрьская ул.",226
1391,"Ломоносова ул.",6
1392,"Красной Армии ул.",9
1393,"Игашева ул.",13
1394,"Бровкова ул.",24
1395,"Ю. Гагарина ул.",13
1396,"Ленина ул.",13
1397,"Школьная ул.",227
1398,"Тургенева ул.",2
1399,"Береговой пер.",13
1400,"Портовая ул.",5
1401,"Калининградская ул.",172
1402,"Вокзальная ул.",68
1403,"Курортная ул.",13
1404,"Маяковского ул.",6
1405,"Почтовая ул.",20
1406,"Вокзальная ул.",23
1407,"пр.ивокзальная ул.",14
1408,"Дачный 2-й пер.",14
1409,"Сибирякова ул.",7
1410,"Балтийский пр.",10
1411,"Степанова ул.",180
1412,"Подгорная ул.",13
1413,"пр.ивокзальная пл.",14
1414,"Калининградская ул.",233
1415,"Вокзальная ул.",32
1416,"пр.ивокзальная ул.",5
1417,"Железнодорожная ул.",24
1418,"Мичурина ул.",13
1421,"Калининградское ш",151
1422,"Черноморская ул.",9
1423,"Потёмкина ул.",7
1424,"Судостроительная ул.",3
1425,"Театральная пл.",14
1426,"Калининградское ш",5
1427,"Черняховского ул.",17
1428,"Сельская ул.",2
1429,"Тельмана ул.",32
1430,"Лесная аллея ул.",22
1431,"Ленинградская ул.",18
1432,"Мамоновское ш",0
1433,"Совхозная ул.",151
1434,"Нахимова б-р",3
1435,"Авангардная ул.",8
1436,"Тенистая ул.",0
1437,"Ясный пер.",8
1438,"пр.омышленная ул.",14
1439,"В. Гакуна ул.",0
1440,"Черняховского ул.",32
1441,"Зеленая ул.",53
1442,"Шатурский пер.",38
1443,"Л. Чайкиной ул.",3
1444,"Мелиоративная ул.",235
1445,"Калининградская ул.",236
1446,"Ю. Гагарина ул.",2
1447,"Портовая ул.",14
1449,"Советская ул.",172
1450,"Архитектора Попова ул.",13
1451,"Безымянная ул.",8
1452,"Юбилейная ул.",239
1453,"Ю. Гагарина ул.",137
1454,"Верхняя Морская ул.",242
1455,"Школьная ул.",15
1456,"Лермонтова ул.",32
1457,"Рыбацкая ул.",3
1458,"Тоннельная ул.",14
1459,"А. Суворова ул.",14
1460,"Центральная ул.",14
1462,"Центральная ул.",246
1463,"пер.вомайская ул.",1
1464,"Таможняя ул.",5
1465,"Пограничная ул.",137
1466,"Пушкина ул.",7
1467,"Заречная ул.",137
1468,"наб.ережная ул.",137
1469,"Строителей ул.",137
1470,"Лесная ул.",97
1471,"Дачная ул.",217
1472,"Взморья ул.",97
1473,"Новая ул.",160
1474,"Пугачева ул.",7
925,"Ю. Гагарина пер.",0
926,"Ю. Гагарина ул.",0
927,"Ю. Долгорукого ул.",0
929,"Ю. Костикова ул.",0
930,"Ю. Смирнова ул.",0
931,"Южная ул.",0
932,"Южновокзальная ул.",0
933,"Южный б-р",0
934,"Южный пер.",0
935,"Юношеская ул.",0
937,"Яблоневая аллея ул.",0
938,"Яблочная ул.",0
939,"Якорная ул.",0
940,"test",0
941,"Ялтинский пер.",0
942,"Ямская ул.",0
943,"Яновская ул.",0
944,"Янтарная ул.",0
945,"Ярославская ул.",0
946,"Ясная ул.",0
1002,"Неманская",1
919,"Щорса пер.",0
0,"А. Ахматовой ул.",0
2,"А. Болотова ул.",0
3,"А. Дубровиной пер.",0
4,"А. Дубровиной ул.",0
5,"А. Матросова ул.",0
6,"А. Невского ул.",0
7,"А. Орлова пер.",0
8,"А. Орлова ул.",0
9,"А. Попова пер.",0
10,"А. Попова ул.",0
11,"А. Суворова ул.",0
13,"А. Толстого пер.",0
14,"А. Толстого ул.",0
15,"Авиационная ул.",0
16,"Автомобильная ул.",0
17,"Авторемонтная ул.",0
18,"Адмирала Макарова ул.",0
19,"Адмирала Трибуца наб.",0
20,"Адмиральская ул.",0
21,"Азовская ул.",0
22,"Айвазовского ул.",0
23,"Акварельная ул.",0
24,"Аксакова ул.",0
25,"Алданская ул.",0
26,"Алданский 2-й пер.",0
27,"Алданский пер.",0
28,"Аллея Смелых ул.",0
29,"Алтайская 1-я ул.",0
30,"Алтайская 2-я ул.",0
31,"Альпийская ул.",0
32,"Альпийский 1-й пер.",0
33,"Альпийский 2-й пер.",0
34,"Алябьева ул.",0
35,"Ангарская ул.",0
36,"Андреевская ул.",0
37,"Андреевский 1-й пр.",0
38,"Андреевский 2-й пр.",0
39,"Аральская ул.",0
40,"Аральский пер.",0
41,"Арзамасская ул.",0
42,"Арзамасский пер.",0
43,"Армавирская ул.",0
44,"Арсенальная ул.",0
45,"Артиллерийская ул.",0
47,"Асфальтовая ул.",0
48,"Аэропортная ул.",0
49,"Б. Пастернака ул.",0
50,"Б. Хмельницкого ул.",0
51,"Бабаева пер.",0
52,"Бабаева ул.",0
53,"Бабушкина ул.",0
54,"Багратиона ул.",0
55,"Багряная ул.",0
56,"Баженова ул.",0
57,"Бакинская ул.",0
58,"Балтийская ул.",0
59,"Балтийский пер.",0
60,"Балтийское ш",0
61,"Банковская ул.",0
62,"Барклая де Толли ул.",0
63,"Барнаул.ьская ул.",0
64,"Бассейная ул.",0
65,"Батальная ул.",0
66,"Батальный пер.",0
67,"Баумана ул.",0
68,"Бахчисарайская ул.",0
69,"Беговая ул.",0
70,"Бежецкая ул.",0
71,"Безымянная 1-я ул.",0
74,"Беланова ул.",0
75,"Белгородская ул.",0
76,"Белибейская ул.",0
77,"Белинского ул.",0
78,"Белокаменная ул.",0
79,"Беломорская ул.",0
80,"Белорусская ул.",0
81,"Белостокская ул.",0
82,"Бердянская ул.",0
83,"Береговая ул.",0
84,"Береговой пер.",0
85,"Березовая ул.",0
86,"Берестяная ул.",0
87,"Берлинская ул.",0
88,"Бесселя ул.",0
89,"Библиотечная ул.",0
90,"Билибина ул.",0
91,"Бирюзовая ул.",0
92,"Благовещенская ул.",0
93,"Благодатная ул.",0
94,"Богатырская ул.",0
95,"Бодайбинский пер.",0
96,"Бойко ул.",0
97,"Болотная ул.",0
98,"Больничная ул.",0
100,"Б. Окружная 3-я ул.",0
